payment_id,invoice_id,supplier_id,payment_date,amount_pkr,days_vs_due
PAY-001655,INV-001655,SUP-005,2025-03-15,76167.29,-1
PAY-001656,INV-001656,SUP-005,2025-03-25,62743.79,6
PAY-001657,INV-001657,SUP-005,2025-03-19,44887.86,-1
PAY-001658,INV-001658,SUP-005,2025-03-24,63296.23,2
PAY-001659,INV-001659,SUP-005,2025-03-27,62398.55,-2
PAY-001660,INV-001660,SUP-005,2025-04-08,53434.19,10
PAY-001661,INV-001661,SUP-005,2025-03-31,83258.32,0
PAY-001662,INV-001662,SUP-005,2025-04-06,52731.57,4
PAY-001663,INV-001663,SUP-005,2025-04-03,45147.16,0
PAY-001664,INV-001664,SUP-005,2025-04-06,79029.86,-1
PAY-001665,INV-001665,SUP-005,2025-04-08,86872.82,0
PAY-001666,INV-001666,SUP-005,2025-04-15,48109.55,5
PAY-001667,INV-001667,SUP-005,2025-04-11,47594.5,-1
PAY-001668,INV-001668,SUP-005,2025-04-17,77761.41,4
PAY-001669,INV-001669,SUP-005,2025-04-16,51080.34,0
PAY-001670,INV-001670,SUP-005,2025-04-26,68333.72,8
PAY-001671,INV-001671,SUP-005,2025-04-16,54488.39,-3
PAY-001672,INV-001672,SUP-005,2025-04-25,58870.31,5
PAY-001673,INV-001673,SUP-005,2025-04-30,32422.95,8
PAY-001674,INV-001674,SUP-005,2025-04-29,55785.08,4
PAY-001675,INV-001675,SUP-005,2025-05-02,75956.94,3
PAY-001676,INV-001676,SUP-005,2025-04-28,57190.42,0
PAY-001677,INV-001677,SUP-005,2025-05-07,51828.62,5
PAY-001678,INV-001678,SUP-005,2025-05-07,50217.51,2
PAY-001679,INV-001679,SUP-005,2025-05-06,73616.47,2
PAY-001680,INV-001680,SUP-005,2025-05-07,40436.43,0
PAY-001681,INV-001681,SUP-005,2025-05-16,49207.19,2
PAY-001682,INV-001682,SUP-005,2025-05-10,66600.71,-1
PAY-001683,INV-001683,SUP-005,2025-05-11,61268.46,-4
PAY-001684,INV-001684,SUP-005,2025-05-18,46341.18,0
PAY-001685,INV-001685,SUP-005,2025-05-20,55830.28,1
PAY-001686,INV-001686,SUP-005,2025-05-22,60594.65,2
PAY-001687,INV-001687,SUP-005,2025-05-22,48546.07,-1
PAY-001688,INV-001688,SUP-005,2025-05-24,43894.64,1
PAY-001689,INV-001689,SUP-005,2025-05-25,74428.67,-2
PAY-001690,INV-001690,SUP-005,2025-05-30,56242.04,0
PAY-001691,INV-001691,SUP-005,2025-06-01,40993.42,4
PAY-001692,INV-001692,SUP-005,2025-05-30,51258.83,0
PAY-001693,INV-001693,SUP-005,2025-06-07,66735.32,3
PAY-001694,INV-001694,SUP-005,2025-06-09,34010.55,6
PAY-001695,INV-001695,SUP-005,2025-06-05,36333.97,-1
PAY-001696,INV-001696,SUP-005,2025-06-05,63972.69,-3
PAY-001697,INV-001697,SUP-005,2025-06-16,49380.55,7
PAY-001698,INV-001698,SUP-005,2025-06-10,33233.54,-1
PAY-001699,INV-001699,SUP-005,2025-06-16,59444.68,1
PAY-001700,INV-001700,SUP-005,2025-06-17,70242.65,2
PAY-001701,INV-001701,SUP-005,2025-06-25,38174.66,5
PAY-001702,INV-001702,SUP-005,2025-06-18,46744.31,-2
PAY-001703,INV-001703,SUP-005,2025-07-01,70588.9,6
PAY-001704,INV-001704,SUP-005,2025-07-14,42426.12,18
PAY-001705,INV-001705,SUP-005,2025-06-27,34025.97,2
PAY-001706,INV-001706,SUP-005,2025-06-29,55502.02,2
PAY-001707,INV-001707,SUP-005,2025-07-03,66592.04,2
PAY-001708,INV-001708,SUP-005,2025-07-06,40710.25,3
PAY-001709,INV-001709,SUP-005,2025-07-08,40003.21,2
PAY-001710,INV-001710,SUP-005,2025-07-07,74359.52,0
PAY-001711,INV-001711,SUP-005,2025-07-06,49691.51,-3
PAY-001712,INV-001712,SUP-005,2025-07-09,40956.94,0
PAY-001713,INV-001713,SUP-005,2025-07-18,51412.67,0
PAY-001714,INV-001714,SUP-005,2025-07-21,58806.33,6
PAY-001715,INV-001715,SUP-005,2025-07-18,16636.34,1
PAY-001716,INV-001716,SUP-006,2025-02-06,2295282.68,2
PAY-001717,INV-001717,SUP-006,2025-02-06,1839049.63,-1
PAY-001718,INV-001718,SUP-006,2025-02-12,2474823.95,2
PAY-001719,INV-001719,SUP-006,2025-02-15,1948412.81,-1
PAY-001720,INV-001720,SUP-006,2025-02-15,2297403.81,-4
PAY-001721,INV-001721,SUP-006,2025-02-25,2114612.8,-3
PAY-001722,INV-001722,SUP-006,2025-03-01,1897537.59,1
PAY-001723,INV-001723,SUP-006,2025-03-03,2008087.27,0
PAY-001724,INV-001724,SUP-006,2025-03-10,2222106.04,0
PAY-001725,INV-001725,SUP-006,2025-03-11,1989711.06,1
PAY-001726,INV-001726,SUP-006,2025-03-12,2080120.56,-2
PAY-001727,INV-001727,SUP-006,2025-03-21,2166456.98,1
PAY-001728,INV-001728,SUP-006,2025-03-22,2084129.12,-1
PAY-001729,INV-001729,SUP-006,2025-04-17,1865932.89,22
PAY-001730,INV-001730,SUP-006,2025-04-04,2562708.44,2
PAY-001731,INV-001731,SUP-006,2025-04-05,2722948.21,1
PAY-001732,INV-001732,SUP-006,2025-04-05,2839626.39,-3
PAY-001733,INV-001733,SUP-006,2025-04-13,2595955.43,1
PAY-001734,INV-001734,SUP-006,2025-04-14,2382019.73,-2
PAY-001735,INV-001735,SUP-006,2025-05-14,2847905.61,22
PAY-001736,INV-001736,SUP-006,2025-04-30,2516611.9,5
PAY-001737,INV-001737,SUP-006,2025-04-30,3257649.27,1
PAY-001738,INV-001738,SUP-006,2025-05-12,2296477.96,2
PAY-001739,INV-001739,SUP-006,2025-05-15,1936285.51,0
PAY-001740,INV-001740,SUP-006,2025-05-12,2506194.19,-2
PAY-001741,INV-001741,SUP-006,2025-05-25,2386196.79,2
PAY-001742,INV-001742,SUP-006,2025-05-26,2356493.2,-1
PAY-001743,INV-001743,SUP-006,2025-05-29,2730450.82,2
PAY-001744,INV-001744,SUP-006,2025-05-30,2314658.51,1
PAY-001745,INV-001745,SUP-006,2025-05-31,2548388.68,-2
PAY-001746,INV-001746,SUP-006,2025-06-09,2333222.67,1
PAY-001747,INV-001747,SUP-006,2025-06-12,2251736.43,1
PAY-001748,INV-001748,SUP-006,2025-06-15,2321107.42,0
PAY-001749,INV-001749,SUP-006,2025-07-01,1667966.48,10
PAY-001750,INV-001750,SUP-006,2025-07-01,2441314.0,8
PAY-001751,INV-001751,SUP-006,2025-06-27,2060252.07,1
PAY-001752,INV-001752,SUP-006,2025-07-09,2371071.57,8
PAY-001753,INV-001753,SUP-006,2025-07-10,1981604.0,4
PAY-001754,INV-001754,SUP-006,2025-07-11,2238622.64,2
PAY-001755,INV-001755,SUP-006,2025-07-13,2204268.57,1
PAY-001756,INV-001756,SUP-006,2025-07-24,1943030.24,7
PAY-001757,INV-001757,SUP-006,2025-07-27,2252407.05,5
PAY-001758,INV-001758,SUP-006,2025-07-24,1912795.33,-1
PAY-001759,INV-001759,SUP-006,2025-08-03,2398086.45,1
PAY-001760,INV-001760,SUP-006,2025-08-01,401000.69,-1
PAY-001761,INV-001761,SUP-010,2025-02-28,4820235.83,4
PAY-001762,INV-001762,SUP-010,2025-03-02,5038322.2,-1
PAY-001763,INV-001763,SUP-010,2025-03-11,4742388.37,-1
PAY-001764,INV-001764,SUP-010,2025-03-22,4620949.89,0
PAY-001765,INV-001765,SUP-010,2025-03-31,4793923.95,-1
PAY-001766,INV-001766,SUP-010,2025-04-10,5233433.41,0
PAY-001767,INV-001767,SUP-010,2025-04-21,6090658.78,1
PAY-001768,INV-001768,SUP-010,2025-05-04,6444571.11,0
PAY-001769,INV-001769,SUP-010,2025-05-13,6566552.01,1
PAY-001770,INV-001770,SUP-010,2025-05-23,5125597.82,1
PAY-001771,INV-001771,SUP-010,2025-05-31,5910553.96,-1
PAY-001772,INV-001772,SUP-010,2025-06-21,5163027.82,6
PAY-001773,INV-001773,SUP-010,2025-07-05,6213677.06,16
PAY-001774,INV-001774,SUP-010,2025-07-02,4919072.74,1
PAY-001775,INV-001775,SUP-010,2025-07-16,5088080.73,4
PAY-001776,INV-001776,SUP-010,2025-07-20,5095635.5,-1
PAY-001777,INV-001777,SUP-010,2025-07-31,5081303.64,1
PAY-001778,INV-001778,SUP-010,2025-08-10,5100699.62,2
PAY-001779,INV-001779,SUP-010,2025-08-26,415262.96,7
PAY-001780,INV-001780,SUP-010,2025-02-16,484811.22,-4
PAY-001781,INV-001781,SUP-010,2025-03-05,502489.42,1
PAY-001782,INV-001782,SUP-010,2025-03-17,441706.07,4
PAY-001783,INV-001783,SUP-010,2025-03-24,502731.6,1
PAY-001784,INV-001784,SUP-010,2025-04-08,422258.65,5
PAY-001785,INV-001785,SUP-010,2025-04-19,470715.72,3
PAY-001786,INV-001786,SUP-010,2025-04-21,571804.44,0
PAY-001787,INV-001787,SUP-010,2025-05-09,641062.58,7
PAY-001788,INV-001788,SUP-010,2025-05-12,615317.37,1
PAY-001789,INV-001789,SUP-010,2025-05-22,503834.47,2
PAY-001790,INV-001790,SUP-010,2025-06-01,592912.07,0
PAY-001791,INV-001791,SUP-010,2025-06-11,513802.21,0
PAY-001792,INV-001792,SUP-010,2025-06-27,557972.46,-1
PAY-001793,INV-001793,SUP-010,2025-07-02,450962.58,1
PAY-001794,INV-001794,SUP-010,2025-07-09,467963.87,-4
PAY-001795,INV-001795,SUP-010,2025-07-23,473683.07,1
PAY-001796,INV-001796,SUP-010,2025-08-03,439178.8,3
PAY-001797,INV-001797,SUP-010,2025-08-07,516060.17,-1
PAY-001798,INV-001798,SUP-010,2025-08-21,34861.87,1
PAY-001799,INV-001799,SUP-012,2025-02-21,4093537.39,0
PAY-001800,INV-001800,SUP-012,2025-03-16,4765035.37,1
PAY-001801,INV-001801,SUP-012,2025-04-06,4417418.13,1
PAY-001802,INV-001802,SUP-012,2025-04-26,5904670.53,0
PAY-001803,INV-001803,SUP-012,2025-05-15,5094803.08,0
PAY-001804,INV-001804,SUP-012,2025-06-27,4882013.14,-1
PAY-001805,INV-001805,SUP-012,2025-07-20,4434489.01,1
PAY-001806,INV-001806,SUP-012,2025-08-07,2923497.51,-1
PAY-001807,INV-001807,SUP-007,2025-02-25,126295553.79,1
PAY-001808,INV-001808,SUP-007,2025-03-26,110498942.83,0
PAY-001809,INV-001809,SUP-007,2025-04-28,203609016.68,7
PAY-001810,INV-001810,SUP-007,2025-05-20,135486102.85,-1
PAY-001811,INV-001811,SUP-007,2025-06-23,131333927.21,1
PAY-001812,INV-001812,SUP-007,2025-07-20,115958486.91,-3
PAY-001813,INV-001813,SUP-007,2025-08-20,2700437.81,-1
PAY-001814,INV-001814,SUP-007,2025-02-20,51139616.11,-1
PAY-001815,INV-001815,SUP-007,2025-03-15,55925843.16,0
PAY-001816,INV-001816,SUP-007,2025-04-19,58727209.12,14
PAY-001817,INV-001817,SUP-007,2025-04-25,78925855.91,0
PAY-001818,INV-001818,SUP-007,2025-05-15,72442656.21,-1
PAY-001819,INV-001819,SUP-007,2025-06-10,67675791.7,4
PAY-001820,INV-001820,SUP-007,2025-06-27,59558412.45,0
PAY-001821,INV-001821,SUP-007,2025-07-16,56629982.82,-3
PAY-001822,INV-001822,SUP-007,2025-08-06,32543141.42,-1
PAY-001823,INV-001823,SUP-003,2025-03-02,26964662.26,-4
PAY-001824,INV-001824,SUP-003,2025-03-21,28414660.76,2
PAY-001825,INV-001825,SUP-003,2025-04-07,27731703.37,3
PAY-001826,INV-001826,SUP-003,2025-04-24,29916734.42,6
PAY-001827,INV-001827,SUP-003,2025-05-02,42248292.96,1
PAY-001828,INV-001828,SUP-003,2025-05-30,43944854.92,12
PAY-001829,INV-001829,SUP-003,2025-05-29,38492221.3,1
PAY-001830,INV-001830,SUP-003,2025-06-21,32991649.6,9
PAY-001831,INV-001831,SUP-003,2025-06-24,32863758.67,-1
PAY-001832,INV-001832,SUP-003,2025-07-10,32999001.62,0
PAY-001833,INV-001833,SUP-003,2025-08-17,25699942.29,17
PAY-001834,INV-001834,SUP-003,2025-08-11,30642883.72,0
PAY-001835,INV-001835,SUP-003,2025-08-22,27657105.73,2
PAY-001836,INV-001836,SUP-004,2025-02-02,1860408.77,-1
PAY-001837,INV-001837,SUP-004,2025-02-04,1803393.02,-1
PAY-001838,INV-001838,SUP-004,2025-02-08,1324362.44,1
PAY-001839,INV-001839,SUP-004,2025-02-08,1555548.4,-1
PAY-001840,INV-001840,SUP-004,2025-02-11,1691311.86,1
PAY-001841,INV-001841,SUP-004,2025-02-14,1860179.64,1
PAY-001842,INV-001842,SUP-004,2025-02-17,1138545.25,2
PAY-001843,INV-001843,SUP-004,2025-02-17,1637343.03,0
PAY-001844,INV-001844,SUP-004,2025-03-14,1919732.45,23
PAY-001845,INV-001845,SUP-004,2025-02-20,1342059.18,1
PAY-001846,INV-001846,SUP-004,2025-02-22,1573203.35,0
PAY-001847,INV-001847,SUP-004,2025-03-02,1628912.81,4
PAY-001848,INV-001848,SUP-004,2025-02-25,1715119.89,0
PAY-001849,INV-001849,SUP-004,2025-02-28,1108262.59,-1
PAY-001850,INV-001850,SUP-004,2025-03-02,1617042.05,0
PAY-001851,INV-001851,SUP-004,2025-03-15,1810315.77,12
PAY-001852,INV-001852,SUP-004,2025-03-06,1318487.12,-1
PAY-001853,INV-001853,SUP-004,2025-03-09,1760301.78,0
PAY-001854,INV-001854,SUP-004,2025-03-09,1754242.03,-1
PAY-001855,INV-001855,SUP-004,2025-03-19,1661502.87,2
PAY-001856,INV-001856,SUP-004,2025-03-22,1209664.83,7
PAY-001857,INV-001857,SUP-004,2025-03-18,1704889.75,-1
PAY-001858,INV-001858,SUP-004,2025-03-21,1878235.6,0
PAY-001859,INV-001859,SUP-004,2025-03-20,1386158.77,1
PAY-001860,INV-001860,SUP-004,2025-03-25,1490678.52,2
PAY-001861,INV-001861,SUP-004,2025-03-24,1688547.28,0
PAY-001862,INV-001862,SUP-004,2025-03-28,1653226.56,1
PAY-001863,INV-001863,SUP-004,2025-03-28,1132589.17,-1
PAY-001864,INV-001864,SUP-004,2025-03-28,1643681.66,-1
PAY-001865,INV-001865,SUP-004,2025-04-03,2110118.67,0
PAY-001866,INV-001866,SUP-004,2025-04-05,1832093.53,-1
PAY-001867,INV-001867,SUP-004,2025-04-08,1971689.15,1
PAY-001868,INV-001868,SUP-004,2025-04-02,2135619.74,-4
PAY-001869,INV-001869,SUP-004,2025-04-17,2199354.86,7
PAY-001870,INV-001870,SUP-004,2025-04-13,1496958.65,-1
PAY-001871,INV-001871,SUP-004,2025-04-21,2112722.23,7
PAY-001872,INV-001872,SUP-004,2025-04-18,2389704.2,2
PAY-001873,INV-001873,SUP-004,2025-04-16,1966776.88,0
PAY-001874,INV-001874,SUP-004,2025-04-21,1889759.48,1
PAY-001875,INV-001875,SUP-004,2025-04-23,2212403.72,2
PAY-001876,INV-001876,SUP-004,2025-04-23,2479123.61,0
PAY-001877,INV-001877,SUP-004,2025-04-30,1512245.41,6
PAY-001878,INV-001878,SUP-004,2025-04-29,1993815.4,0
PAY-001879,INV-001879,SUP-004,2025-05-04,2310896.14,3
PAY-001880,INV-001880,SUP-004,2025-05-06,1849855.41,4
PAY-001881,INV-001881,SUP-004,2025-05-12,2168694.32,9
PAY-001882,INV-001882,SUP-004,2025-05-06,1599304.55,1
PAY-001883,INV-001883,SUP-004,2025-05-23,1933344.15,15
PAY-001884,INV-001884,SUP-004,2025-05-16,1194820.82,6
PAY-001885,INV-001885,SUP-004,2025-05-09,1669581.97,-1
PAY-001886,INV-001886,SUP-004,2025-05-23,1999216.51,9
PAY-001887,INV-001887,SUP-004,2025-05-15,1622107.65,0
PAY-001888,INV-001888,SUP-004,2025-05-19,1803047.71,1
PAY-001889,INV-001889,SUP-004,2025-05-16,1945915.1,-4
PAY-001890,INV-001890,SUP-004,2025-05-23,2184038.48,1
PAY-001891,INV-001891,SUP-004,2025-05-25,1331658.25,2
PAY-001892,INV-001892,SUP-004,2025-05-23,1968299.74,-1
PAY-001893,INV-001893,SUP-004,2025-05-28,1976823.56,2
PAY-001894,INV-001894,SUP-004,2025-06-06,1584195.4,8
PAY-001895,INV-001895,SUP-004,2025-06-01,1776666.58,0
PAY-001896,INV-001896,SUP-004,2025-06-03,1942190.8,2
PAY-001897,INV-001897,SUP-004,2025-06-05,1994089.02,0
PAY-001898,INV-001898,SUP-004,2025-06-06,1305121.83,0
PAY-001899,INV-001899,SUP-004,2025-06-08,1868984.78,-1
PAY-001900,INV-001900,SUP-004,2025-06-10,2127810.82,-1
PAY-001901,INV-001901,SUP-004,2025-06-12,1608150.85,-1
PAY-001902,INV-001902,SUP-004,2025-06-16,1802295.53,1
PAY-001903,INV-001903,SUP-004,2025-06-17,1802915.24,1
PAY-001904,INV-001904,SUP-004,2025-06-19,1810714.93,1
PAY-001905,INV-001905,SUP-004,2025-06-22,1184111.58,2
PAY-001906,INV-001906,SUP-004,2025-06-22,1722980.62,0
PAY-001907,INV-001907,SUP-004,2025-06-27,1816090.39,2
PAY-001908,INV-001908,SUP-004,2025-06-28,1321624.19,1
PAY-001909,INV-001909,SUP-004,2025-06-28,1533298.14,-1
PAY-001910,INV-001910,SUP-004,2025-06-28,1671547.86,-1
PAY-001911,INV-001911,SUP-004,2025-06-30,1906632.38,-2
PAY-001912,INV-001912,SUP-004,2025-07-04,1212926.22,0
PAY-001913,INV-001913,SUP-004,2025-07-07,1626525.07,2
PAY-001914,INV-001914,SUP-004,2025-07-12,1835381.94,4
PAY-001915,INV-001915,SUP-004,2025-07-14,1476574.63,2
PAY-001916,INV-001916,SUP-004,2025-07-14,1563160.16,2
PAY-001917,INV-001917,SUP-004,2025-07-14,1533291.1,-1
PAY-001918,INV-001918,SUP-004,2025-07-17,1826130.03,1
PAY-001919,INV-001919,SUP-004,2025-07-20,1168413.22,2
PAY-001920,INV-001920,SUP-004,2025-07-24,1594518.53,5
PAY-001921,INV-001921,SUP-004,2025-07-23,1616641.69,1
PAY-001922,INV-001922,SUP-004,2025-07-24,1460127.0,-1
PAY-001923,INV-001923,SUP-004,2025-07-26,1494015.52,0
PAY-001924,INV-001924,SUP-004,2025-07-31,1795004.59,1
PAY-001925,INV-001925,SUP-004,2025-08-01,1739822.17,2
PAY-001926,INV-001926,SUP-004,2025-07-27,593328.38,-4
PAY-001927,INV-001927,SUP-004,2025-01-29,644757.76,-4
PAY-001928,INV-001928,SUP-004,2025-02-07,633008.94,-1
PAY-001929,INV-001929,SUP-004,2025-02-10,447409.76,2
PAY-001930,INV-001930,SUP-004,2025-02-08,515355.77,1
PAY-001931,INV-001931,SUP-004,2025-02-10,575634.8,-1
PAY-001932,INV-001932,SUP-004,2025-02-09,604808.7,-4
PAY-001933,INV-001933,SUP-004,2025-02-13,372649.97,-1
PAY-001934,INV-001934,SUP-004,2025-02-18,611521.03,1
PAY-001935,INV-001935,SUP-004,2025-02-16,597120.68,-3
PAY-001936,INV-001936,SUP-004,2025-03-05,464090.47,9
PAY-001937,INV-001937,SUP-004,2025-02-21,522655.78,0
PAY-001938,INV-001938,SUP-004,2025-02-24,532008.5,-1
PAY-001939,INV-001939,SUP-004,2025-03-26,582424.48,22
PAY-001940,INV-001940,SUP-004,2025-03-02,411790.82,2
PAY-001941,INV-001941,SUP-004,2025-03-01,520622.12,-1
PAY-001942,INV-001942,SUP-004,2025-03-07,634130.72,1
PAY-001943,INV-001943,SUP-004,2025-03-07,458879.82,1
PAY-001944,INV-001944,SUP-004,2025-03-07,586310.14,-1
PAY-001945,INV-001945,SUP-004,2025-03-12,542856.51,0
PAY-001946,INV-001946,SUP-004,2025-03-17,602741.86,4
PAY-001947,INV-001947,SUP-004,2025-03-13,416118.53,-1
PAY-001948,INV-001948,SUP-004,2025-03-17,612485.27,1
PAY-001949,INV-001949,SUP-004,2025-03-24,584279.55,5
PAY-001950,INV-001950,SUP-004,2025-03-28,467122.48,8
PAY-001951,INV-001951,SUP-004,2025-03-20,522744.69,-1
PAY-001952,INV-001952,SUP-004,2025-03-25,591206.77,2
PAY-001953,INV-001953,SUP-004,2025-03-26,583272.28,-1
PAY-001954,INV-001954,SUP-004,2025-04-04,384305.62,3
PAY-001955,INV-001955,SUP-004,2025-03-27,643267.14,-3
PAY-001956,INV-001956,SUP-004,2025-04-05,725747.44,2
PAY-001957,INV-001957,SUP-004,2025-04-11,586705.09,7
PAY-001958,INV-001958,SUP-004,2025-04-06,757588.16,-1
PAY-001959,INV-001959,SUP-004,2025-04-09,718555.4,2
PAY-001960,INV-001960,SUP-004,2025-04-19,744204.93,10
PAY-001961,INV-001961,SUP-004,2025-04-14,556995.63,2
PAY-001962,INV-001962,SUP-004,2025-04-11,765238.76,-1
PAY-001963,INV-001963,SUP-004,2025-04-21,794288.01,6
PAY-001964,INV-001964,SUP-004,2025-04-15,683663.21,-1
PAY-001965,INV-001965,SUP-004,2025-04-18,709638.78,0
PAY-001966,INV-001966,SUP-004,2025-04-23,705369.14,3
PAY-001967,INV-001967,SUP-004,2025-04-23,844952.47,0
PAY-001968,INV-001968,SUP-004,2025-04-26,499316.8,-1
PAY-001969,INV-001969,SUP-004,2025-04-28,794345.95,2
PAY-001970,INV-001970,SUP-004,2025-05-02,841181.5,2
PAY-001971,INV-001971,SUP-004,2025-05-02,631538.64,0
PAY-001972,INV-001972,SUP-004,2025-05-09,901827.99,4
PAY-001973,INV-001973,SUP-004,2025-05-13,626692.14,9
PAY-001974,INV-001974,SUP-004,2025-05-15,588984.29,7
PAY-001975,INV-001975,SUP-004,2025-05-13,407130.48,2
PAY-001976,INV-001976,SUP-004,2025-05-15,599613.93,3
PAY-001977,INV-001977,SUP-004,2025-05-14,693318.95,1
PAY-001978,INV-001978,SUP-004,2025-05-16,551368.24,1
PAY-001979,INV-001979,SUP-004,2025-05-20,661266.66,2
PAY-001980,INV-001980,SUP-004,2025-05-20,657407.62,0
PAY-001981,INV-001981,SUP-004,2025-05-21,658984.59,0
PAY-001982,INV-001982,SUP-004,2025-05-31,446822.37,8
PAY-001983,INV-001983,SUP-004,2025-05-23,723807.36,-1
PAY-001984,INV-001984,SUP-004,2025-05-31,697468.17,2
PAY-001985,INV-001985,SUP-004,2025-06-02,578183.4,4
PAY-001986,INV-001986,SUP-004,2025-06-04,684286.49,4
PAY-001987,INV-001987,SUP-004,2025-06-04,537914.88,0
PAY-001988,INV-001988,SUP-004,2025-06-08,602046.26,2
PAY-001989,INV-001989,SUP-004,2025-06-05,436821.52,-1
PAY-001990,INV-001990,SUP-004,2025-06-12,670233.1,2
PAY-001991,INV-001991,SUP-004,2025-06-13,737222.07,0
PAY-001992,INV-001992,SUP-004,2025-06-13,571371.12,0
PAY-001993,INV-001993,SUP-004,2025-06-14,603176.39,-1
PAY-001994,INV-001994,SUP-004,2025-06-18,588536.23,1
PAY-001995,INV-001995,SUP-004,2025-06-18,608933.36,-1
PAY-001996,INV-001996,SUP-004,2025-06-21,409441.95,-1
PAY-001997,INV-001997,SUP-004,2025-06-29,580638.08,5
PAY-001998,INV-001998,SUP-004,2025-06-29,659567.22,2
PAY-001999,INV-001999,SUP-004,2025-06-28,482864.14,1
PAY-002000,INV-002000,SUP-004,2025-06-29,529186.73,2
PAY-002001,INV-002001,SUP-004,2025-07-15,600499.02,9
PAY-002002,INV-002002,SUP-004,2025-07-03,623397.9,0
PAY-002003,INV-002003,SUP-004,2025-07-04,419100.51,1
PAY-002004,INV-002004,SUP-004,2025-07-09,577978.47,0
PAY-002005,INV-002005,SUP-004,2025-07-20,462330.6,8
PAY-002006,INV-002006,SUP-004,2025-07-11,578879.38,-1
PAY-002007,INV-002007,SUP-004,2025-07-22,553888.52,8
PAY-002008,INV-002008,SUP-004,2025-07-17,646008.53,-1
PAY-002009,INV-002009,SUP-004,2025-07-20,403345.89,2
PAY-002010,INV-002010,SUP-004,2025-07-23,606791.16,2
PAY-002011,INV-002011,SUP-004,2025-07-24,652981.32,0
PAY-002012,INV-002012,SUP-004,2025-07-25,418490.72,2
PAY-002013,INV-002013,SUP-004,2025-07-31,565048.21,1
PAY-002014,INV-002014,SUP-004,2025-07-28,541486.42,1
PAY-002015,INV-002015,SUP-004,2025-08-02,632077.46,3
PAY-002016,INV-002016,SUP-004,2025-07-30,198899.08,-1
PAY-002017,INV-002017,SUP-004,2025-02-05,426493.28,3
PAY-002018,INV-002018,SUP-004,2025-02-06,472517.98,0
PAY-002019,INV-002019,SUP-004,2025-02-05,396204.44,-1
PAY-002020,INV-002020,SUP-004,2025-02-07,363040.57,0
PAY-002021,INV-002021,SUP-004,2025-02-08,503542.05,-3
PAY-002022,INV-002022,SUP-004,2025-02-09,502966.22,-2
PAY-002023,INV-002023,SUP-004,2025-02-15,333217.91,-3
PAY-002024,INV-002024,SUP-004,2025-02-16,385648.95,0
PAY-002025,INV-002025,SUP-004,2025-02-22,560690.54,5
PAY-002026,INV-002026,SUP-004,2025-02-19,418277.49,-1
PAY-002027,INV-002027,SUP-004,2025-02-21,317871.16,0
PAY-002028,INV-002028,SUP-004,2025-02-26,476972.86,1
PAY-002029,INV-002029,SUP-004,2025-03-13,505132.68,15
PAY-002030,INV-002030,SUP-004,2025-03-02,341601.34,1
PAY-002031,INV-002031,SUP-004,2025-03-09,413477.11,5
PAY-002032,INV-002032,SUP-004,2025-03-05,519123.83,2
PAY-002033,INV-002033,SUP-004,2025-03-07,410213.36,2
PAY-002034,INV-002034,SUP-004,2025-03-08,392586.99,-1
PAY-002035,INV-002035,SUP-004,2025-03-15,460411.09,0
PAY-002036,INV-002036,SUP-004,2025-03-16,505536.41,5
PAY-002037,INV-002037,SUP-004,2025-03-14,396381.91,-1
PAY-002038,INV-002038,SUP-004,2025-03-22,510255.45,2
PAY-002039,INV-002039,SUP-004,2025-03-28,420326.47,8
PAY-002040,INV-002040,SUP-004,2025-03-21,363510.24,0
PAY-002041,INV-002041,SUP-004,2025-03-24,491573.71,0
PAY-002042,INV-002042,SUP-004,2025-03-28,459530.08,1
PAY-002043,INV-002043,SUP-004,2025-03-30,397949.31,-1
PAY-002044,INV-002044,SUP-004,2025-04-09,622552.87,2
PAY-002045,INV-002045,SUP-004,2025-04-04,513368.29,1
PAY-002046,INV-002046,SUP-004,2025-04-07,447161.65,2
PAY-002047,INV-002047,SUP-004,2025-04-05,615486.36,-1
PAY-002048,INV-002048,SUP-004,2025-04-12,695874.35,2
PAY-002049,INV-002049,SUP-004,2025-04-14,461075.36,0
PAY-002050,INV-002050,SUP-004,2025-04-15,542004.07,2
PAY-002051,INV-002051,SUP-004,2025-04-19,714700.58,2
PAY-002052,INV-002052,SUP-004,2025-04-25,539858.54,7
PAY-002053,INV-002053,SUP-004,2025-04-19,461790.81,-1
PAY-002054,INV-002054,SUP-004,2025-04-23,552203.91,1
PAY-002055,INV-002055,SUP-004,2025-04-29,738856.91,1
PAY-002056,INV-002056,SUP-004,2025-04-25,428911.25,-1
PAY-002057,INV-002057,SUP-004,2025-04-29,514487.79,-1
PAY-002058,INV-002058,SUP-004,2025-05-09,662091.81,8
PAY-002059,INV-002059,SUP-004,2025-05-11,600647.17,9
PAY-002060,INV-002060,SUP-004,2025-05-05,504760.51,1
PAY-002061,INV-002061,SUP-004,2025-05-11,467606.05,1
PAY-002062,INV-002062,SUP-004,2025-05-07,522555.17,0
PAY-002063,INV-002063,SUP-004,2025-05-11,325105.32,1
PAY-002064,INV-002064,SUP-004,2025-05-14,430791.57,2
PAY-002065,INV-002065,SUP-004,2025-05-12,624268.1,-1
PAY-002066,INV-002066,SUP-004,2025-05-13,434996.26,-1
PAY-002067,INV-002067,SUP-004,2025-05-17,394398.96,-1
PAY-002068,INV-002068,SUP-004,2025-05-24,526882.96,6
